iShares Russell 3000 ETF
Fund Holdings as of,"Jun 30, 2020"
Inception Date,"May 22, 2000"
Shares Outstanding,"51,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"BIPC","BROOKFIELD INFRASTRUCTURE CORP CLA","Equity","0.00","45.54","9,837.00","447,976.98","447,976.98","Utilities","BJP50C4","CA11275Q1072","New York Stock Exchange Inc."
"SATS","ECHOSTAR CORP CLASS A","Equity","0.00","27.96","16,027.00","448,114.92","448,114.92","Information Technology","B2NC471","US2787681061","NASDAQ"
"MNR","MONMOUTH REAL ESTATE INVESTMENT RE","Equity","0.00","14.49","30,929.00","448,161.21","448,161.21","Real Estate","2504072","US6097201072","New York Stock Exchange Inc."
"NAVI","NAVIENT CORP","Equity","0.00","7.03","63,667.00","447,579.01","447,579.01","Financials","BLP5GX1","US63938C1080","NASDAQ"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Equity","0.00","15.63","28,560.00","446,392.80","446,392.80","Industrials","2512149","US50077B2079","NASDAQ"
"FRME","FIRST MERCHANTS CORP","Equity","0.00","27.57","16,149.00","445,227.93","445,227.93","Financials","2342410","US3208171096","NASDAQ"
"AMBA","AMBARELLA INC","Equity","0.00","45.80","9,733.00","445,771.40","445,771.40","Information Technology","B7KH3G6","KYG037AX1015","NASDAQ"
"CWK","CUSHMAN AND WAKEFIELD PLC","Equity","0.00","12.46","35,711.00","444,959.06","444,959.06","Real Estate","BFZ4N46","GB00BFZ4N465","New York Stock Exchange Inc."
"TWNK","HOSTESS BRANDS INC CLASS A","Equity","0.00","12.22","36,280.00","443,341.60","443,341.60","Consumer Staples","BZ8VJD5","US44109J1060","NASDAQ"
"TERP","TERRAFORM POWER INC CLASS A","Equity","0.00","18.44","24,041.00","443,316.04","443,316.04","Utilities","BYZ1PN3","US88104R2094","NASDAQ"
"HLNE","HAMILTON LANE INC CLASS A","Equity","0.00","67.37","6,581.00","443,361.97","443,361.97","Financials","BF0SR29","US4074971064","NASDAQ"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Equity","0.00","75.00","5,912.00","443,400.00","443,400.00","Communication","BM8MM05","US55826T1025","New York Stock Exchange Inc."
"WABC","WESTAMERICA BANCORPORATION","Equity","0.00","57.42","7,717.00","443,110.14","443,110.14","Financials","2950374","US9570901036","NASDAQ"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Equity","0.00","34.35","12,855.00","441,569.25","441,569.25","Information Technology","B5B15Y5","US55405Y1001","NASDAQ"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Equity","0.00","33.79","13,082.00","442,040.78","442,040.78","Consumer Staples","B1P36Y6","US1535272058","NASDAQ"
"BILL","BILL COM HOLDINGS INC","Equity","0.00","90.21","4,891.00","441,217.11","441,217.11","Information Technology","BKDS4H5","US0900431000","New York Stock Exchange Inc."
"OI","O I GLASS INC","Equity","0.00","8.98","49,029.00","440,280.42","440,280.42","Materials","BKLKXD2","US67098H1041","New York Stock Exchange Inc."
"RCII","RENT-A-CENTER INC","Equity","0.00","27.82","15,805.00","439,695.10","439,695.10","Consumer Discretionary","2733092","US76009N1000","NASDAQ"
"ROCK","GIBRALTAR INDUSTRIES INC","Equity","0.00","48.01","9,164.00","439,963.64","439,963.64","Industrials","2369226","US3746891072","NASDAQ"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Equity","0.00","88.02","4,972.00","437,635.44","437,635.44","Real Estate","BD0NN55","US45781V1017","New York Stock Exchange Inc."
"CDNA","CAREDX INC","Equity","0.00","35.43","12,377.00","438,517.11","438,517.11","Health Care","BP3YM74","US14167L1035","NASDAQ"
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.00","13.35","32,731.00","436,958.85","436,958.85","Financials","2341439","US3208671046","NASDAQ"
"KOD","KODIAK SCIENCES INC","Equity","0.00","54.12","8,076.00","437,073.12","437,073.12","Health Care","BFXC933","US50015M1099","NASDAQ"
"REZI","RESIDEO TECHNOLOGIES INC","Equity","0.00","11.72","37,247.00","436,534.84","436,534.84","Industrials","BFD1TJ6","US76118Y1047","New York Stock Exchange Inc."
"XPER","XPERI HOLDING CORP","Equity","0.00","14.76","29,528.00","435,833.28","435,833.28","Information Technology","BMWP0C8","US98390M1036","NASDAQ"
"NAV","NAVISTAR INTERNATIONAL CORP","Equity","0.00","28.20","15,445.00","435,549.00","435,549.00","Industrials","2624464","US63934E1082","New York Stock Exchange Inc."
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.00","13.89","31,262.00","434,229.18","434,229.18","Financials","2352806","US3202091092","NASDAQ"
"EDIT","EDITAS MEDICINE INC","Equity","0.00","29.58","14,663.00","433,731.54","433,731.54","Health Care","BZ8FPH3","US28106W1036","NASDAQ"
"MLHR","HERMAN MILLER INC","Equity","0.00","23.61","18,310.00","432,299.10","432,299.10","Industrials","2594222","US6005441000","NASDAQ"
"DNLI","DENALI THERAPEUTICS INC","Equity","0.00","24.18","17,895.00","432,701.10","432,701.10","Health Care","BD2B4V0","US24823R1059","NASDAQ"
"VRRM","VERRA MOBILITY CORP CLASS A","Equity","0.00","10.28","41,877.00","430,495.56","430,495.56","Information Technology","BFXX5X8","US92511U1025","NASDAQ"
"CHX","CHAMPIONX CORP","Equity","0.00","9.76","44,059.00","430,015.84","430,015.84","Energy","BMW7N69","US15872M1045","New York Stock Exchange Inc."
"EGOV","NIC INC","Equity","0.00","22.96","18,702.00","429,397.92","429,397.92","Information Technology","2438126","US62914B1008","NASDAQ"
"ADVM","ADVERUM BIOTECHNOLOGIES INC","Equity","0.00","20.88","20,598.00","430,086.24","430,086.24","Health Care","BD6NXD7","US00773U1088","NASDAQ"
"CPK","CHESAPEAKE UTILITIES CORP","Equity","0.00","84.00","5,105.00","428,820.00","428,820.00","Utilities","2190750","US1653031088","New York Stock Exchange Inc."
"RNST","RENASANT CORP","Equity","0.00","24.90","17,135.00","426,661.50","426,661.50","Financials","2670809","US75970E1073","NASDAQ"
"BECN","BEACON ROOFING SUPPLY INC","Equity","0.00","26.37","16,106.00","424,715.22","424,715.22","Industrials","B02TS99","US0736851090","NASDAQ"
"GEO","GEO GROUP REIT INC","Equity","0.00","11.83","35,901.00","424,708.83","424,708.83","Real Estate","BNLYWQ1","US36162J1060","New York Stock Exchange Inc."
"SFIX","STITCH FIX INC CLASS A","Equity","0.00","24.94","17,005.00","424,104.70","424,104.70","Consumer Discretionary","BF3FPW3","US8608971078","NASDAQ"
"SC","SANTANDER CONSUMER USA HOLDINGS IN","Equity","0.00","18.41","22,966.00","422,804.06","422,804.06","Financials","BJ0KZ85","US80283M1018","New York Stock Exchange Inc."
"NWS","NEWS CORP CLASS B","Equity","0.00","11.95","35,399.00","423,018.05","423,018.05","Communication","BBGVT51","US65249B2088","NASDAQ"
"AM","ANTERO MIDSTREAM CORP","Equity","0.00","5.10","82,606.00","421,290.60","421,290.60","Energy","BJBT0Q4","US03676B1026","New York Stock Exchange Inc."
"HTH","HILLTOP HOLDINGS INC","Equity","0.00","18.45","22,783.00","420,346.35","420,346.35","Financials","2365428","US4327481010","New York Stock Exchange Inc."
"LTC","LTC PROPERTIES REIT INC","Equity","0.00","37.67","11,129.00","419,229.43","419,229.43","Real Estate","2498788","US5021751020","New York Stock Exchange Inc."
"CALM","CAL MAINE FOODS INC","Equity","0.00","44.48","9,395.00","417,889.60","417,889.60","Consumer Staples","2158781","US1280302027","NASDAQ"
"AQUA","EVOQUA WATER TECHNOLOGIES CORP","Equity","0.00","18.60","22,421.00","417,030.60","417,030.60","Industrials","BF329G6","US30057T1051","New York Stock Exchange Inc."
"CLI","MACK-CALI REALTY REIT CORP","Equity","0.00","15.29","27,166.00","415,368.14","415,368.14","Real Estate","2192314","US5544891048","New York Stock Exchange Inc."
"HMN","HORACE MANN EDUCATORS CORP","Equity","0.00","36.73","11,325.00","415,967.25","415,967.25","Financials","2437112","US4403271046","New York Stock Exchange Inc."
"GTN","GRAY TELEVISION INC","Equity","0.00","13.95","29,753.00","415,054.35","415,054.35","Communication","2390817","US3893751061","New York Stock Exchange Inc."
"CTB","COOPER TIRE AND RUBBER","Equity","0.00","27.61","15,006.00","414,315.66","414,315.66","Consumer Discretionary","2222608","US2168311072","New York Stock Exchange Inc."
"ABCB","AMERIS BANCORP","Equity","0.00","23.59","17,532.00","413,579.88","413,579.88","Financials","2038849","US03076K1088","NASDAQ"
"TWO","TWO HARBORS INVESTMENT REIT CORP","Equity","0.00","5.04","82,158.00","414,076.32","414,076.32","Financials","BD832H2","US90187B4086","New York Stock Exchange Inc."
"FWRD","FORWARD AIR CORP","Equity","0.00","49.82","8,245.00","410,765.90","410,765.90","Industrials","2510790","US3498531017","NASDAQ"
"ARNC","ARCONIC CORP","Equity","0.00","13.93","29,469.00","410,503.17","410,503.17","Materials","BKLJ8S9","US03966V1070","New York Stock Exchange Inc."
"VIRT","VIRTU FINANCIAL INC CLASS A","Equity","0.00","23.60","17,385.00","410,286.00","410,286.00","Financials","BWTVWD4","US9282541013","NASDAQ"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Equity","0.00","24.67","16,634.00","410,360.78","410,360.78","Industrials","BYVN953","US80689H1023","New York Stock Exchange Inc."
"PTLA","PORTOLA PHARMACEUTICALS INC","Equity","0.00","17.99","22,720.00","408,732.80","408,732.80","Health Care","B93PNR2","US7370101088","NASDAQ"
"CAR","AVIS BUDGET GROUP INC","Equity","0.00","22.89","17,822.00","407,945.58","407,945.58","Industrials","B1CL8J2","US0537741052","NASDAQ"
"IBTX","INDEPENDENT BANK GROUP INC","Equity","0.00","40.52","10,073.00","408,157.96","408,157.96","Financials","B9M9ZZ7","US45384B1061","NASDAQ"
"BCC","BOISE CASCADE","Equity","0.00","37.61","10,812.00","406,639.32","406,639.32","Materials","B9BP4R1","US09739D1000","New York Stock Exchange Inc."
"UPWK","UPWORK INC","Equity","0.00","14.44","28,056.00","405,128.64","405,128.64","Industrials","BGRFWV4","US91688F1049","NASDAQ"
"OSIS","OSI SYSTEMS INC","Equity","0.00","74.64","5,436.00","405,743.04","405,743.04","Information Technology","2111579","US6710441055","NASDAQ"
"TRUP","TRUPANION INC","Equity","0.00","42.69","9,477.00","404,573.13","404,573.13","Financials","BP3YM85","US8982021060","NASDAQ"
"X","US STEEL CORP","Equity","0.00","7.22","55,891.00","403,533.02","403,533.02","Materials","2824770","US9129091081","New York Stock Exchange Inc."
"AMWD","AMERICAN WOODMARK CORP","Equity","0.00","75.65","5,336.00","403,668.40","403,668.40","Industrials","2030674","US0305061097","NASDAQ"
"PATK","PATRICK INDUSTRIES INC","Equity","0.00","61.25","6,582.00","403,147.50","403,147.50","Industrials","2673154","US7033431039","NASDAQ"
"PSMT","PRICESMART INC","Equity","0.00","60.33","6,691.00","403,668.03","403,668.03","Consumer Staples","2092942","US7415111092","NASDAQ"
"UE","URBAN EDGE PROPERTIES","Equity","0.00","11.87","34,014.00","403,746.18","403,746.18","Real Estate","BTPSGQ9","US91704F1049","New York Stock Exchange Inc."
"AMKR","AMKOR TECHNOLOGY INC","Equity","0.00","12.31","32,676.00","402,241.56","402,241.56","Information Technology","2242929","US0316521006","NASDAQ"
"SILK","SILK ROAD MEDICAL INC","Equity","0.00","41.89","9,611.00","402,604.79","402,604.79","Health Care","BGHVXJ7","US82710M1009","NASDAQ"
"HNI","HNI CORP","Equity","0.00","30.57","13,170.00","402,606.90","402,606.90","Industrials","2435246","US4042511000","New York Stock Exchange Inc."
"MD","MEDNAX INC","Equity","0.00","17.10","23,328.00","398,908.80","398,908.80","Health Care","2677640","US58502B1061","New York Stock Exchange Inc."
"AVNS","AVANOS MEDICAL INC","Equity","0.00","29.39","13,558.00","398,469.62","398,469.62","Health Care","BFFVV54","US05350V1061","New York Stock Exchange Inc."
"MAC","MACERICH REIT","Equity","0.00","8.97","44,467.00","398,868.99","398,868.99","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"ATSG","AIR TRANSPORT SERVICES GROUP INC","Equity","0.00","22.27","17,784.00","396,049.68","396,049.68","Industrials","2938002","US00922R1059","NASDAQ"
"BDC","BELDEN INC","Equity","0.00","32.55","12,056.00","392,422.80","392,422.80","Information Technology","B01WL78","US0774541066","New York Stock Exchange Inc."
"MATX","MATSON INC","Equity","0.00","29.10","13,493.00","392,646.30","392,646.30","Industrials","B8GNC91","US57686G1058","New York Stock Exchange Inc."
"COTY","COTY INC CLASS A","Equity","0.00","4.47","87,372.00","390,552.84","390,552.84","Consumer Staples","BBBSMJ2","US2220702037","New York Stock Exchange Inc."
"AAT","AMERICAN ASSETS TRUST REIT INC","Equity","0.00","27.84","13,985.00","389,342.40","389,342.40","Real Estate","B3NTLD4","US0240131047","New York Stock Exchange Inc."
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Equity","0.00","41.39","9,381.00","388,279.59","388,279.59","Information Technology","2210885","US1263491094","NASDAQ"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Equity","0.00","14.84","26,185.00","388,585.40","388,585.40","Real Estate","BFFK0X2","US29670E1073","New York Stock Exchange Inc."
"LZB","LA-Z-BOY INC","Equity","0.00","27.06","14,378.00","389,068.68","389,068.68","Consumer Discretionary","2508405","US5053361078","New York Stock Exchange Inc."
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Equity","0.00","38.71","10,005.00","387,293.55","387,293.55","Consumer Discretionary","2943523","US70959W1036","New York Stock Exchange Inc."
"SDGR","SCHRODINGER INC","Equity","0.00","91.57","4,209.00","385,418.13","385,418.13","Health Care","BKV28S8","US80810D1037","NASDAQ"
"WSBC","WESBANCO INC","Equity","0.00","20.31","18,994.00","385,768.14","385,768.14","Financials","2953782","US9508101014","NASDAQ"
"PDCE","PDC ENERGY INC","Equity","0.00","12.44","30,908.00","384,495.52","384,495.52","Energy","B89M5F2","US69327R1014","NASDAQ"
"UFS","DOMTAR CORP","Equity","0.00","21.11","18,256.00","385,384.16","385,384.16","Materials","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"AVYA","AVAYA HOLDINGS CORP","Equity","0.00","12.36","31,066.00","383,975.76","383,975.76","Information Technology","BD9G9B3","US05351X1019","New York Stock Exchange Inc."
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Equity","0.00","24.39","15,759.00","384,362.01","384,362.01","Financials","BD8FF02","BMG0772R2087","New York Stock Exchange Inc."
"RGNX","REGENXBIO INC","Equity","0.00","36.83","10,414.00","383,547.62","383,547.62","Health Care","BZ0G875","US75901B1070","NASDAQ"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Equity","0.00","41.46","9,237.00","382,966.02","382,966.02","Industrials","2966876","US7818462092","NASDAQ"
"DK","DELEK US HOLDINGS INC","Equity","0.00","17.41","21,965.00","382,410.65","382,410.65","Energy","BF5P189","US24665A1034","New York Stock Exchange Inc."
"SMCI","SUPER MICRO COMPUTER INC","Equity","0.00","28.39","13,473.00","382,498.47","382,498.47","Information Technology","B1VQR35","US86800U1043","NASDAQ"
"GPI","GROUP AUTOMOTIVE INC","Equity","0.00","65.97","5,776.00","381,042.72","381,042.72","Consumer Discretionary","2121352","US3989051095","New York Stock Exchange Inc."
"ILPT","INDUSTRIAL LOGISTICS PROPERTIES TR","Equity","0.00","20.55","18,529.00","380,770.95","380,770.95","Real Estate","BFFK7S6","US4562371066","NASDAQ"
"VICR","VICOR CORP","Equity","0.00","71.95","5,293.00","380,831.35","380,831.35","Industrials","2930774","US9258151029","NASDAQ"
"DY","DYCOM INDUSTRIES INC","Equity","0.00","40.89","9,300.00","380,277.00","380,277.00","Industrials","2289841","US2674751019","New York Stock Exchange Inc."
"MINI","MOBILE MINI INC","Equity","0.00","29.50","12,901.00","380,579.50","380,579.50","Industrials","2548177","US60740F1057","NASDAQ"
"TEX","TEREX CORP","Equity","0.00","18.77","20,247.00","380,036.19","380,036.19","Industrials","2884224","US8807791038","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.00","11.55","32,937.00","380,422.35","380,422.35","Communication","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"EPZM","EPIZYME INC","Equity","0.00","16.06","23,663.00","380,027.78","380,027.78","Health Care","B9Z1QZ7","US29428V1044","NASDAQ"
"NBTB","NBT BANCORP INC","Equity","0.00","30.76","12,320.00","378,963.20","378,963.20","Financials","2626459","US6287781024","NASDAQ"
"MGNX","MACROGENICS INC","Equity","0.00","27.92","13,587.00","379,349.04","379,349.04","Health Care","BFDV8K0","US5560991094","NASDAQ"
"MODN","MODEL N INC","Equity","0.00","34.76","10,881.00","378,223.56","378,223.56","Information Technology","B94Z434","US6075251024","New York Stock Exchange Inc."
"MSEX","MIDDLESEX WATER","Equity","0.00","67.18","5,617.00","377,350.06","377,350.06","Utilities","2589466","US5966801087","NASDAQ"
"ATI","ALLEGHENY TECHNOLOGIES INC","Equity","0.00","10.19","36,959.00","376,612.21","376,612.21","Materials","2526117","US01741R1023","New York Stock Exchange Inc."
"MBUU","MALIBU BOATS CLASS A INC","Equity","0.00","51.95","7,240.00","376,118.00","376,118.00","Consumer Discretionary","BJ38KJ2","US56117J1007","NASDAQ"
"MGRC","MCGRATH RENT","Equity","0.00","54.01","6,952.00","375,477.52","375,477.52","Industrials","2551551","US5805891091","NASDAQ"
"HRTX","HERON THERAPEUTICS INC","Equity","0.00","14.71","25,495.00","375,031.45","375,031.45","Health Care","BJ0XLZ3","US4277461020","NASDAQ"
"BBBY","BED BATH AND BEYOND INC","Equity","0.00","10.60","35,264.00","373,798.40","373,798.40","Consumer Discretionary","2085878","US0758961009","NASDAQ"
"FBP","FIRST BANCORP","Equity","0.00","5.59","66,573.00","372,143.07","372,143.07","Financials","2296926","PR3186727065","New York Stock Exchange Inc."
"OPI","OFFICE PROPERTIES INCOME TRUST","Equity","0.00","25.97","14,324.00","371,994.28","371,994.28","Real Estate","BYVLR75","US67623C1099","NASDAQ"
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Equity","0.00","11.33","32,704.00","370,536.32","370,536.32","Real Estate","B28YD08","US76131N1019","NASDAQ"
"RVNC","REVANCE THERAPEUTICS INC","Equity","0.00","24.42","15,208.00","371,379.36","371,379.36","Health Care","BJFSR99","US7613301099","NASDAQ"
"BANR","BANNER CORP","Equity","0.00","38.00","9,732.00","369,816.00","369,816.00","Financials","2346003","US06652V2088","NASDAQ"
"VGR","VECTOR GROUP LTD","Equity","0.00","10.06","36,707.00","369,272.42","369,272.42","Consumer Staples","2515803","US92240M1080","New York Stock Exchange Inc."
"THRM","GENTHERM INC","Equity","0.00","38.90","9,491.00","369,199.90","369,199.90","Consumer Discretionary","B8JFD24","US37253A1034","NASDAQ"
"HOPE","HOPE BANCORP INC","Equity","0.00","9.22","39,885.00","367,739.70","367,739.70","Financials","BYN87K7","US43940T1097","NASDAQ"
"GLUU","GLU MOBILE INC","Equity","0.00","9.27","39,731.00","368,306.37","368,306.37","Communication","B1VP204","US3798901068","NASDAQ"
"SKY","SKYLINE CHAMPION CORP","Equity","0.00","24.34","15,133.00","368,337.22","368,337.22","Consumer Discretionary","2814005","US8308301055","New York Stock Exchange Inc."
"GOLF","ACUSHNET HOLDINGS CORP","Equity","0.00","34.79","10,590.00","368,426.10","368,426.10","Consumer Discretionary","BD3WG50","US0050981085","New York Stock Exchange Inc."
"BRMK","BROADMARK REALTY CAPITAL INC","Equity","0.00","9.47","38,914.00","368,515.58","368,515.58","Financials","BL3LMX3","US11135B1008","New York Stock Exchange Inc."
"AX","AXOS FINANCIAL INC","Equity","0.00","22.08","16,580.00","366,086.40","366,086.40","Financials","BGK38H3","US05465C1009","New York Stock Exchange Inc."
"CRS","CARPENTER TECHNOLOGY CORP","Equity","0.00","24.28","15,091.00","366,409.48","366,409.48","Materials","2177504","US1442851036","New York Stock Exchange Inc."
"ICPT","INTERCEPT PHARMACEUTICALS INC","Equity","0.00","47.91","7,637.00","365,888.67","365,888.67","Health Care","B7N59F8","US45845P1084","NASDAQ"
"PJT","PJT PARTNERS INC CLASS A","Equity","0.00","51.34","7,129.00","366,002.86","366,002.86","Financials","BYNWB63","US69343T1079","New York Stock Exchange Inc."
"ODP","OFFICE DEPOT INC","Equity","0.00","2.35","155,918.00","366,407.30","366,407.30","Consumer Discretionary","2655981","US6762201068","NASDAQ"
"CBZ","CBIZ INC","Equity","0.00","23.97","15,287.00","366,429.39","366,429.39","Industrials","2730781","US1248051021","New York Stock Exchange Inc."
"ATKR","ATKORE INTERNATIONAL GROUP INC","Equity","0.00","27.35","13,402.00","366,544.70","366,544.70","Industrials","BDHF495","US0476491081","New York Stock Exchange Inc."
"SWAV","SHOCKWAVE MEDICAL INC","Equity","0.00","47.37","7,738.00","366,549.06","366,549.06","Health Care","BHLNZ89","US82489T1043","NASDAQ"
"NWBI","NORTHWEST BANCSHARES INC","Equity","0.00","10.23","35,751.00","365,553.97","365,553.97","Financials","B523Z73","US6673401039","NASDAQ"
"VVNT","VIVINT SMART HOME INC CLASS A","Equity","0.00","17.33","21,101.00","365,680.33","365,680.33","Consumer Discretionary","BKLPS43","US9285421098","New York Stock Exchange Inc."
"KAMN","KAMAN CORP","Equity","0.00","41.60","8,771.00","364,873.60","364,873.60","Industrials","2483223","US4835481031","New York Stock Exchange Inc."
"SBGI","SINCLAIR BROADCAST GROUP INC CLASS","Equity","0.00","18.46","19,765.00","364,861.90","364,861.90","Communication","2799351","US8292261091","NASDAQ"
"CYTK","CYTOKINETICS INC","Equity","0.00","23.57","15,449.00","364,132.93","364,132.93","Health Care","BBBSBJ5","US23282W6057","NASDAQ"
"ADUS","ADDUS HOMECARE CORP","Equity","0.00","92.56","3,940.00","364,686.40","364,686.40","Health Care","B55BN47","US0067391062","NASDAQ"
"WDR","WADDELL AND REED FINANCIAL INC CLA","Equity","0.00","15.51","23,453.00","363,756.03","363,756.03","Financials","2156503","US9300591008","New York Stock Exchange Inc."
"SWBI","SMITH WESSON BRANDS INC","Equity","0.00","21.52","16,874.00","363,128.48","363,128.48","Consumer Discretionary","BMYGG87","US8317541063","NASDAQ"
"HTLF","HEARTLAND FINANCIAL USA INC","Equity","0.00","33.44","10,876.00","363,693.44","363,693.44","Financials","2828147","US42234Q1022","NASDAQ"
"JRVR","JAMES RIVER GROUP HOLDINGS LTD","Equity","0.00","45.00","8,088.00","363,960.00","363,960.00","Financials","BT8RWQ5","BMG5005R1079","NASDAQ"
"KALU","KAISER ALUMINIUM CORP","Equity","0.00","73.62","4,920.00","362,210.40","362,210.40","Materials","B15CJ33","US4830077040","NASDAQ"
"VCYT","VERACYTE INC","Equity","0.00","25.90","13,996.00","362,496.40","362,496.40","Health Care","BFTWZY0","US92337F1075","NASDAQ"
"TRS","TRIMAS CORP","Equity","0.00","23.95","15,096.00","361,549.20","361,549.20","Industrials","B1XHRL4","US8962152091","NASDAQ"
"SITC","SITE CENTERS CORP","Equity","0.00","8.10","44,687.00","361,964.70","361,964.70","Real Estate","BGL0KF5","US82981J1097","New York Stock Exchange Inc."
"PRDO","PERDOCEO EDUCATION CORP","Equity","0.00","15.93","22,699.00","361,595.07","361,595.07","Consumer Discretionary","BKRQQR9","US71363P1066","NASDAQ"
"PBF","PBF ENERGY INC CLASS A","Equity","0.00","10.24","35,350.00","361,984.00","361,984.00","Energy","B7F4TJ7","US69318G1067","New York Stock Exchange Inc."
"TOWN","TOWNEBANK","Equity","0.00","18.84","19,129.00","360,390.36","360,390.36","Financials","B018PR4","US89214P1093","NASDAQ"
"MDRX","ALLSCRIPTS HEALTHCARE SOLUTIONS IN","Equity","0.00","6.77","53,105.00","359,520.85","359,520.85","Health Care","2710039","US01988P1084","NASDAQ"
"RRC","RANGE RESOURCES CORP","Equity","0.00","5.63","63,598.00","358,056.74","358,056.74","Energy","2523334","US75281A1097","New York Stock Exchange Inc."
"INFN","INFINERA CORP","Equity","0.00","5.92","60,528.00","358,325.76","358,325.76","Information Technology","B1YB5Y4","US45667G1031","NASDAQ"
"LAUR","LAUREATE EDUCATION INC CLASS A","Equity","0.00","9.96","35,820.00","356,946.30","356,946.30","Consumer Discretionary","BYMYT66","US5186132032","NASDAQ"
"RGR","STURM RUGER INC","Equity","0.00","76.00","4,699.00","357,124.00","357,124.00","Consumer Discretionary","2856289","US8641591081","New York Stock Exchange Inc."
"COKE","COCA COLA CONSOLIDATED INC","Equity","0.00","229.19","1,552.00","355,702.88","355,702.88","Consumer Staples","2206721","US1910981026","NASDAQ"
"KN","KNOWLES CORP","Equity","0.00","15.26","23,284.00","355,313.84","355,313.84","Information Technology","BJTD9L6","US49926D1090","New York Stock Exchange Inc."
"CSII","CARDIOVASCULAR SYSTEMS INC","Equity","0.00","31.55","11,222.00","354,054.10","354,054.10","Health Care","B17HG57","US1416191062","NASDAQ"
"GNW","GENWORTH FINANCIAL A INC","Equity","0.00","2.31","152,355.00","351,940.05","351,940.05","Financials","B011WL6","US37247D1063","New York Stock Exchange Inc."
"ICFI","ICF INTERNATIONAL INC","Equity","0.00","64.83","5,430.00","352,026.90","352,026.90","Industrials","B1FP363","US44925C1036","NASDAQ"
"ESPR","ESPERION THERAPEUTICS INC","Equity","0.00","51.31","6,863.00","352,140.53","352,140.53","Health Care","BBNBTD2","US29664W1053","NASDAQ"
"NYMT","NEW YORK MORTGAGE TRUST REIT INC","Equity","0.00","2.61","134,191.00","350,238.51","350,238.51","Financials","B01LWM7","US6496045013","NASDAQ"
"CLNY","COLONY CAPITAL INC CLASS A","Equity","0.00","2.40","145,990.00","350,376.00","350,376.00","Real Estate","BG5QFV0","US19626G1085","New York Stock Exchange Inc."
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.00","23.75","14,712.00","349,410.00","349,410.00","Health Care","B72ZBG4","US8684591089","NASDAQ"
"YMAB","Y MABS THERAPEUTICS INC","Equity","0.00","43.20","8,068.00","348,537.60","348,537.60","Health Care","BG31GH0","US9842411095","NASDAQ"
"CDE","COEUR MINING INC","Equity","0.00","5.08","68,481.00","347,883.48","347,883.48","Materials","2208136","US1921085049","New York Stock Exchange Inc."
"MDGL","MADRIGAL PHARMACEUTICALS INC","Equity","0.00","113.25","3,070.00","347,677.50","347,677.50","Health Care","BD59BS7","US5588681057","NASDAQ"
"HSC","HARSCO CORP","Equity","0.00","13.51","25,698.00","347,179.98","347,179.98","Industrials","2412700","US4158641070","New York Stock Exchange Inc."
"AKR","ACADIA REALTY TRUST REIT","Equity","0.00","12.98","26,679.00","346,293.42","346,293.42","Real Estate","2566522","US0042391096","New York Stock Exchange Inc."
"OSTK","OVERSTOCK COM INC","Equity","0.00","28.43","12,182.00","346,334.26","346,334.26","Consumer Discretionary","2855930","US6903701018","NASDAQ"
"SVC","SERVICE PROPERTIES TRUST","Equity","0.00","7.09","48,493.00","343,815.37","343,815.37","Real Estate","BKRT1C8","US81761L1026","NASDAQ"
"NSTG","NANOSTRING TECHNOLOGIES INC","Equity","0.00","29.35","11,730.00","344,275.50","344,275.50","Health Care","BBL59X6","US63009R1095","NASDAQ"
"MTRN","MATERION CORP","Equity","0.00","61.49","5,577.00","342,929.73","342,929.73","Materials","2149622","US5766901012","New York Stock Exchange Inc."
"SCS","STEELCASE INC CLASS A","Equity","0.00","12.06","28,354.00","341,949.24","341,949.24","Industrials","2150420","US8581552036","New York Stock Exchange Inc."
"HLIO","HELIOS TECHNOLOGIES INC","Equity","0.00","37.25","9,172.00","341,657.00","341,657.00","Industrials","BK8MDM0","US42328H1095","NASDAQ"
"CADE","CADENCE BANCORPORATION CLASS A","Equity","0.00","8.86","38,534.00","341,411.24","341,411.24","Financials","BYWVH74","US12739A1007","New York Stock Exchange Inc."
